precos,Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Possui Kit GNV,Tipo de direção
73.000,"Carros, Vans E Utilitários",Chevrolet Plus Lt 1.0 12v Tb Flex Aut. 4p,Chevrolet,Sedã,2022,41000,,Flex,Automático,Elétrica,Prata,4 Portas,,Não,Elétrica
39.000,"Carros, Vans E Utilitários",Renault Intense 1.0 Flex 12v 5p Mec.,Renault,Hatch,2018,54000,1.0,,,Elétrica,Vermelho,,,Não,Elétrica
75.900,"Carros, Vans E Utilitários",Volkswagen Standard 1.4 Mi Total Flex 8v,Volkswagen,Van/utilitário,2011,130000,1.4,Flex,Manual,Mecânica,Branco,4 Portas,,Não,Mecânica
75.000,"Carros, Vans E Utilitários",Chevrolet Hatch Premier 1.0 12v Tb Flex Aut. 4p,Chevrolet,Hatch,2021,49000,1.0,Flex,Automático,Elétrica,Prata,4 Portas,8,Não,Elétrica
86.000,"Carros, Vans E Utilitários",Jeep Longitude 1.8 4x2 Flex 16v Aut.,Jeep,Suv,2021,50600,1.8,Flex,Automático,Elétrica,Vermelho,4 Portas,6,Não,Elétrica
90.500,"Carros, Vans E Utilitários",Chevrolet 1.0 Turbo 12v Flex Mec,Chevrolet,Suv,2021,73100,1.0,Flex,Automático,Elétrica,Prata,4 Portas,1,Não,Elétrica
42.000,"Carros, Vans E Utilitários",Ford 1.0 S Tivct Flex 5p,Ford,,2019,152000,1.0,,Manual,,Prata,4 Portas,7,Não,
48.500,"Carros, Vans E Utilitários",Ford 1.6 S/se/se Plus Flex 8v/16v 5p,Ford,Hatch,2015,122400,1.6,Flex,Manual,Elétrica,Azul,4 Portas,8,Não,Elétrica
56.000,"Carros, Vans E Utilitários",Audi 2.0 16v Tfsi 183/180cv Multitronic,Audi,Sedã,2011,132000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 Portas,,Não,Hidráulica
229.800,"Carros, Vans E Utilitários",Mercedes-benz 250 Coupe 4matic 2.0 Tb 16v Aut.,Mercedes-benz,Suv,2019,70000,2.0 - 2.9,Gasolina,Automático,Elétrica,,4 Portas,9,Não,Elétrica
609.900,"Carros, Vans E Utilitários",Porsche Boxster 2.0 300cv,Porsche,Conversível,2024,6500,2.0 - 2.9,Gasolina,Automático,Elétrica,Azul,2 Portas,4,Não,Elétrica
193.500,"Carros, Vans E Utilitários",Jeep Overland T270 1.3 Tb Flex Aut,Jeep,Suv,2023,26000,1.3,Flex,Automático,Elétrica,Outra,4 Portas,6,Não,Elétrica
289.990,"Carros, Vans E Utilitários",Porsche 2.0 Turbo 237/252cv,Porsche,Suv,2020,75000,2.0 - 2.9,Gasolina,Automático,Elétrica,Azul,4 Portas,3,Não,Elétrica
18.500,"Carros, Vans E Utilitários",Fiat 1.8/ 1.8 Sp/ Connect 16v 122cv 5p,Fiat,Hatch,2004,222244,,,Manual,Elétrica,Prata,4 Portas,,Não,Elétrica
43.000,"Carros, Vans E Utilitários",Chevrolet Sport 1.8 Mpfi Flexpower 8v,Chevrolet,Pick-up,2007,220000,1.8,Flex,Manual,Hidráulica,Vermelho,2 Portas,,Não,Hidráulica
16.000,"Carros, Vans E Utilitários",Mitsubishi Es,Mitsubishi,,1994,153000,,Gasolina,Automático,,Verde,,,Não,
78.800,"Carros, Vans E Utilitários",Jeep Std 1.8 4x2 Flex 16v Aut,Jeep,Suv,2021,70000,1.8,Flex,Automático,Elétrica,Cinza,4 Portas,9,Não,Elétrica
68.900,"Carros, Vans E Utilitários",Fiat Endurance 1.4 Flex 8v Cs Plus,Fiat,Pick-up,2021,100226,1.4,Flex,Manual,Hidráulica,Branco,2 Portas,9,Não,Hidráulica
112.000,"Carros, Vans E Utilitários",Volkswagen Highline 1.4 Tsi Flex 16v 5p Aut,Volkswagen,Suv,2022,46000,1.4,Flex,Automático,Elétrica,Outra,4 Portas,,Não,Elétrica
77.000,"Carros, Vans E Utilitários",Honda Exl 1.8 Flexone 16v 5p Aut.,Honda,Suv,2016,141000,1.8,Flex,Automático,,Outra,4 Portas,,Não,
46.500,"Carros, Vans E Utilitários",Fiat Sporting 1.6 Flex 16v 5p,Fiat,Hatch,2015,96000,1.6,Flex,,Hidráulica,Branco,4 Portas,,Não,Hidráulica
144.900,"Carros, Vans E Utilitários",Volkswagen Highline Cd 3.0 4x4 Tb Dies. Aut.,Volkswagen,Pick-up,2020,93000,3.0 - 3.9,Diesel,Automático,Hidráulica,Prata,4 Portas,3,Não,Hidráulica
31.000,"Carros, Vans E Utilitários",Chevrolet Sport Fwd 2.4 16v 171/185cv,Chevrolet,Suv,2009,130000,2.0 - 2.9,Gasolina,Automático,Elétrica,Outra,4 Portas,6,Não,Elétrica
49.990,"Carros, Vans E Utilitários",Hyundai Comf./c.plus/c.style 1.0 Flex 12v,Hyundai,Hatch,2019,120000,1.0,Flex,Manual,Hidráulica,Prata,4 Portas,,Não,Hidráulica
167.990,"Carros, Vans E Utilitários",Honda Touring 2.0 16v 5p Aut.,Honda,Suv,2024,11112,2.0 - 2.9,Gasolina,Automático,Elétrica,Azul,4 Portas,1,Não,Elétrica
44.800,"Carros, Vans E Utilitários",Renault Outsider 1.0 Flex 12v 5p Mec.,Renault,Hatch,2020,50,1.0,Flex,Manual,Elétrica,Branco,4 Portas,9,Não,Elétrica
24.900,"Carros, Vans E Utilitários",Volkswagen Cli / Cl/ Atlanta 1.8,Volkswagen,Perua,1992,268,1.8,álcool,Manual,Mecânica,Prata,2 Portas,,Não,Mecânica
83.900,"Carros, Vans E Utilitários",Chery 6 Gsx 1.5 Turbo Flex Aut,Chery,Sedã,2021,63000,1.5,Flex,Automático,Elétrica,Preto,4 Portas,3,Não,Elétrica
10.900,"Carros, Vans E Utilitários",Chevrolet 2.0 8v/ Cd 2.0 8v Hatchback 5p Mec,Chevrolet,Sedã,2004,123258,2.0 - 2.9,Gasolina,,Hidráulica,Cinza,4 Portas,,Não,Hidráulica
48.800,"Carros, Vans E Utilitários",Kia Motors 1.6/ 1.6 16v Flex Aut.,Kia Motors,Suv,2013,113000,1.6,Flex,Automático,Elétrica,Branco,4 Portas,,Não,Elétrica
38.500,"Carros, Vans E Utilitários",Chevrolet Ltz 1.4 8v Flexpower/econoflex 4p,Chevrolet,Sedã,2012,90000,1.4,Flex,,,Cinza,4 Portas,,Não,
79.999,"Carros, Vans E Utilitários",Chevrolet Ltz 1.4 Turbo 16v Flex 4x2 Aut.,Chevrolet,Suv,2017,89900,1.4,Flex,Automático,Hidráulica,Branco,4 Portas,,Não,Hidráulica
46.900,"Carros, Vans E Utilitários",Ford 1.5 16v Flex Mec. 5p,Ford,Hatch,2016,94000,1.5,Flex,,,Vermelho,,,Não,
28.000,"Carros, Vans E Utilitários",Ford 1.6 8v Flex 3p,Ford,Hatch,2011,136000,1.6,Flex,Manual,Hidráulica,Prata,2 Portas,5,Não,Hidráulica
50.000,"Carros, Vans E Utilitários",Fiat Like 1.0 Fire Flex 5p.,Fiat,Hatch,2022,64700,1.0,Flex,Manual,Hidráulica,Cinza,4 Portas,8,Não,Hidráulica
39.900,"Carros, Vans E Utilitários",Hyundai Comf./c.plus/c.style 1.0 Flex 12v,Hyundai,Hatch,2014,139252,1.0,Flex,Manual,Hidráulica,Outra,,,Não,Hidráulica
33.000,"Carros, Vans E Utilitários",Volkswagen Geração V 1.0 8v Mi Total Flex Mec. 4p,Volkswagen,Hatch,2012,79000,1.0,Flex,Manual,Hidráulica,Prata,4 Portas,6,Não,Hidráulica
25.000,"Carros, Vans E Utilitários",Chevrolet Sed. Maxx 1.4 8v Econoflex 4p,Chevrolet,Sedã,2008,195000,1.4,Flex,,Hidráulica,Prata,4 Portas,,Não,Hidráulica
66.900,"Carros, Vans E Utilitários",Volkswagen Comfort. 200 Tsi 1.0 Flex 12v Aut.,Volkswagen,Hatch,2018,108000,1.0,Flex,,Elétrica,Preto,4 Portas,,Não,Elétrica
54.000,"Carros, Vans E Utilitários",Toyota Xli 1.8/1.8 Flex 16v Aut.,Toyota,Sedã,2011,240000,1.8,Flex,,,Outra,4 Portas,,Não,
79.900,"Carros, Vans E Utilitários",Chevrolet Plus Premier 1.0 12v Tb Flex Aut. 4p,Chevrolet,Sedã,2021,100000,1.0,Flex,Automático,Elétrica,Preto,4 Portas,8,Não,Elétrica
146.000,"Carros, Vans E Utilitários",Hyundai Plat. Safety 1.0 Tb 12v Flex Aut.,Hyundai,Suv,2024,13000,,Flex,Automático,Elétrica,Prata,,,Não,Elétrica
85.900,"Carros, Vans E Utilitários",Citroen Feel 1.6 16v Flex Aut.,Citroen,Suv,2023,32111,1.6,Flex,Automático,Elétrica,Cinza,4 Portas,7,Não,Elétrica
165.500,"Carros, Vans E Utilitários",Mercedes-benz Classic 2.8,Mercedes-benz,Conversível,1985,100000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,,8,Não,Hidráulica
210.000,"Carros, Vans E Utilitários",Mercedes-benz 250 Coupe 4matic 2.0 Tb 16v Aut.,Mercedes-benz,Suv,2017,88000,2.0 - 2.9,Gasolina,Automático,Elétrica,Prata,4 Portas,2,Não,Elétrica
73.490,"Carros, Vans E Utilitários",Hyundai Edição Especial 1.0 Tb Flex Aut.,Hyundai,Hatch,2023,72278,1.0,Flex,,Elétrica,Prata,4 Portas,,Não,Elétrica
189.900,"Carros, Vans E Utilitários",Kia Motors Sx Prestige 1.6 Gdi (híbrido),Kia Motors,Suv,2024,20500,1.6,Híbrido,Automático,Elétrica,Outra,4 Portas,3,Não,Elétrica
208.900,"Carros, Vans E Utilitários",Bmw Cabriolet Sport 2.0 Tb 184cv 2p,Bmw,,2015,102000,2.0 - 2.9,Gasolina,Automático,,Vermelho,2 Portas,5,Não,
39.900,"Carros, Vans E Utilitários",Volkswagen 2.0/ 2.0 Mi Flex Comfortline/ Sport,Volkswagen,Hatch,2002,141000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,4 Portas,,Não,Hidráulica
75.900,"Carros, Vans E Utilitários",Bmw A,Bmw,Sedã,2011,71000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 Portas,9,Não,Hidráulica
115.900,"Carros, Vans E Utilitários",Volkswagen Comfort. 200 Tsi 1.0 Flex 12v Aut,Volkswagen,,2024,26000,1.0,Flex,Automático,,Prata,4 Portas,4,Não,
38.000,"Carros, Vans E Utilitários",Toyota 2.0 4x4 16v Aut.,Toyota,Suv,2005,93524,2.0 - 2.9,Gasolina,Automático,Hidráulica,Outra,4 Portas,1,Sim,Hidráulica
184.900,"Carros, Vans E Utilitários",Mercedes-benz 250 4matic 2.0 Tb 16v Aut.,Mercedes-benz,Suv,2018,95000,2.0 - 2.9,Gasolina,Automático,Elétrica,Preto,4 Portas,1,Não,Elétrica
88.900,"Carros, Vans E Utilitários",Fiat Endurence 1.8 16v Flex Aut.,Fiat,,2021,85000,1.8,Flex,Automático,,Branco,4 Portas,5,Não,
82.500,"Carros, Vans E Utilitários",Honda Lx 1.8 Flexone 16v 5p Aut.,Honda,,2016,104400,1.8,Flex,Automático,,Cinza,4 Portas,5,Não,
32.900,"Carros, Vans E Utilitários",Renault Expression Hi-flex 1.0 16v 5p,Renault,,2014,123000,1.0,Flex,Manual,Hidráulica,Preto,4 Portas,4,Não,Hidráulica
167.900,"Carros, Vans E Utilitários",Jeep S T270 1.3 Tb 4x2 Flex Aut,Jeep,,2023,39000,1.3,Flex,Automático,,Branco,4 Portas,2,Não,
89.900,"Carros, Vans E Utilitários",Ford Xlt 2.5 16v 4x2 Cd Flex,Ford,,2015,108000,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 Portas,7,,
39.990,"Carros, Vans E Utilitários",Chevrolet Life/ls 1.0 Vhc Flexp. 4p,Chevrolet,Sedã,2015,149000,1.0,Flex,Manual,Hidráulica,Branco,4 Portas,0,Não,Hidráulica
91.900,"Carros, Vans E Utilitários",Fiat Endurance Evo 1.4 Flex 8v 2p,Fiat,,2024,26000,1.4,Flex,Manual,Hidráulica,Branco,2 Portas,0,,
69.900,"Carros, Vans E Utilitários",Hyundai Gls 1.8 16v Aut.,Hyundai,,2013,83000,1.8,Gasolina,Automático,Hidráulica,Prata,4 Portas,4,Não,Hidráulica
72.500,"Carros, Vans E Utilitários",Honda Ex 1.5 Flexone 16v 5p Aut.,Honda,Hatch,2018,130000,1.5,Flex,Automático,Elétrica,Cinza,4 Portas,5,,
84.990,"Carros, Vans E Utilitários",Jeep Longitude 1.8 4x2 Flex 16v Aut.,Jeep,Suv,2020,79000,1.8,Flex,Automático,Mecânica,Azul,4 Portas,6,Não,Mecânica
78.000,"Carros, Vans E Utilitários",Chevrolet Premier 1.8 8v Econo.flex 5p Mec.,Chevrolet,,2020,132000,1.8,Flex,Manual,,Branco,4 Portas,7,Não,
38.500,"Carros, Vans E Utilitários",Renault Zen 1.0 Flex 12v 5p Mec.,Renault,Hatch,2020,90300,1.0,Flex,Manual,Elétrica,Outra,4 Portas,3,Não,Elétrica
73.500,"Carros, Vans E Utilitários",Ford Se Direct 1.5 Flex 5p Aut.,Ford,Suv,2020,53000,1.5,Flex,Automático,Elétrica,Cinza,4 Portas,9,Não,Elétrica
27.000,"Carros, Vans E Utilitários",Chevrolet Spirit/ Lt 1.0 Mpfi 8v Flexp. 5p,Chevrolet,Hatch,2013,142000,1.0,Flex,Manual,Mecânica,Branco,4 Portas,,Não,Mecânica
58.900,"Carros, Vans E Utilitários",Fiat 2.4 16v 5p Aut.,Fiat,Suv,2012,0,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 Portas,,Não,Hidráulica
190.000,"Carros, Vans E Utilitários",Toyota Cd Srx 4x4 2.8 Tdi 16v Diesel Aut.,Toyota,Pick-up,2018,111000,2.0 - 2.9,Diesel,Automático,Hidráulica,,4 Portas,9,Não,Hidráulica
44.000,"Carros, Vans E Utilitários",Fiat Attractive 1.0 Evo Fire Flex 8v 5p,Fiat,,2015,95000,1.0,Flex,Manual,Hidráulica,Prata,4 Portas,3,Não,Hidráulica
32.900,"Carros, Vans E Utilitários",Chevrolet Ltz 1.4 Mpfi 8v Flexpower 5p,Chevrolet,Hatch,2010,183190,1.4,Flex,Manual,Hidráulica,Cinza,4 Portas,3,Não,Hidráulica
59.800,"Carros, Vans E Utilitários",Volkswagen Connect 1.6 Flex 8v 5p,Volkswagen,,2019,57000,1.6,Flex,Manual,,Branco,4 Portas,5,Não,
112.900,"Carros, Vans E Utilitários",Honda Sedan Ex 2.0 Flex 16v Aut.4p,Honda,Sedã,2018,790000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 Portas,4,Não,Hidráulica
7.000,"Carros, Vans E Utilitários",Chevrolet Wind 1.0 Mpfi / Efi 2p,Chevrolet,Hatch,1995,231225,1.0,álcool,Manual,Mecânica,Vermelho,2 Portas,0,Não,Mecânica
78.890,"Carros, Vans E Utilitários",Renault Oroch Express 1.6 Flex 16v Mec.,Renault,Pick-up,2022,94151,1.6,Flex,Manual,Hidráulica,Branco,4 Portas,3,Não,Hidráulica
139.900,"Carros, Vans E Utilitários",Chery Txs 1.6 Turbo Tgdi Aut,Chery,Suv,2022,36195,1.6,Gasolina,Automático,Hidráulica,Cinza,4 Portas,3,,
51.490,"Carros, Vans E Utilitários",Honda Sedan Ex 1.5 Flex 16v 4p Aut.,Honda,Sedã,2013,238000,1.5,Flex,Automático,Elétrica,Prata,4 Portas,0,Não,Elétrica
13.000,"Carros, Vans E Utilitários",Chevrolet 1.0/super/n.piq.1.0 Mpfi Vhc 8v 3p,Chevrolet,Hatch,2003,100000,,Gasolina,Manual,Mecânica,Prata,2 Portas,,Não,Mecânica
35.000,"Carros, Vans E Utilitários",Chevrolet Junior 1.0,Chevrolet,Sedã,1992,50800,1.0,Gasolina,Manual,Mecânica,Azul,2 Portas,,Não,Mecânica
69.900,"Carros, Vans E Utilitários",Toyota X Sedan 1.5 Flex 16v 4p Aut.,Toyota,Hatch,2021,76322,1.5,Flex,Automático,Elétrica,Preto,4 Portas,3,,
94.900,"Carros, Vans E Utilitários",Hyundai Action 1.6 16v Flex Aut,Hyundai,,2021,60000,1.6,Flex,Automático,Elétrica,Branco,4 Portas,0,Não,Elétrica
20.000,"Carros, Vans E Utilitários",Chevrolet Sedan 1.0 Mpfi 8v 71cv 4p,Chevrolet,Sedã,2004,207462,1.0,Gasolina,Manual,,Prata,4 Portas,2,Não,
88.900,"Carros, Vans E Utilitários",Fiat Freedom 1.8 16v Flex Aut.,Fiat,Pick-up,2018,62421,1.8,Flex,Automático,Elétrica,Prata,4 Portas,9,Não,Elétrica
128.900,"Carros, Vans E Utilitários",Bmw Sdrive 20i X-line 2.0 Tb Active Flex,Bmw,Suv,2017,90000,2.0 - 2.9,Flex,Automático,Eletro-hidráulica,Cinza,4 Portas,3,Não,5
80.000,"Carros, Vans E Utilitários",Honda Exl 2.0 Flexone 16v 2wd Aut.,Honda,Suv,2014,169000,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 Portas,,Não,Elétrica
98.000,"Carros, Vans E Utilitários",Honda Sedan Sport 2.0 Flex 16v Aut.4p,Honda,Sedã,2017,102000,2.0 - 2.9,Flex,Automático,Elétrica,Outra,4 Portas,,Não,Elétrica
8.600,"Carros, Vans E Utilitários",Fiat Edx 1.0 Mpi 4p,Fiat,,1997,140025,1.0,,Manual,,Vermelho,4 Portas,2,Não,
8.600,"Carros, Vans E Utilitários",Fiat Edx 1.0 Mpi 4p,Fiat,,1997,140025,1.0,,Manual,,Vermelho,4 Portas,2,Não,
16.500,"Carros, Vans E Utilitários",Volkswagen Cl 1.6 Mi / Cl/ C 1.6,Volkswagen,Pick-up,2000,180000,,Gasolina,Manual,Hidráulica,Branco,,,Não,Hidráulica
104.900,"Carros, Vans E Utilitários",Nissan Sense 1.6 16v Flex Aut,Nissan,Suv,2024,28900,1.6,Flex,Automático,Elétrica,Branco,4 Portas,6,Não,Elétrica
52.500,"Carros, Vans E Utilitários",Volkswagen Geração Vii 1.0 12v Flex Mec. 4p,Volkswagen,Hatch,2022,109000,1.0,Flex,Manual,Hidráulica,Branco,4 Portas,,Não,Hidráulica
105.900,"Carros, Vans E Utilitários",Toyota Sw4 Srv D4-d 4x4 3.0 Tdi Dies. Aut,Toyota,Suv,2008,320000,3.0 - 3.9,Diesel,Automático,Hidráulica,Cinza,4 Portas,,Não,Hidráulica
278.700,"Carros, Vans E Utilitários",Volvo 90 T-6 Momentum 2.0 320cv 5p,Volvo,Suv,2020,67400,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 Portas,,Não,Elétrica
47.500,"Carros, Vans E Utilitários",Chevrolet S10 Advant. 2.4/2.4 Mpfi F.power,Chevrolet,Suv,2011,197000,2.0 - 2.9,Flex,Manual,Hidráulica,Azul,4 Portas,3,Não,Hidráulica
36.000,"Carros, Vans E Utilitários",Ford Xls 1.6/ 1.6 Flex 8v 5p,Ford,Suv,2006,48000,1.6,Flex,Manual,Hidráulica,Prata,4 Portas,6,Não,Hidráulica
148.900,"Carros, Vans E Utilitários",Volkswagen Gti 2.0 Tsi 220cv Aut.,Volkswagen,Hatch,2017,68450,2.0 - 2.9,Flex,Automático,,Branco,4 Portas,6,Não,
12.500,"Carros, Vans E Utilitários",Volkswagen Geração Ii Special 1.0 8v 58cv Gasolina Mec. 2p,Volkswagen,Hatch,2003,224224,1.0,Gasolina,Manual,Mecânica,Prata,2 Portas,0,Não,Mecânica
67.800,"Carros, Vans E Utilitários",Volkswagen Comfort. 200 Tsi 1.0 Flex 12v Aut.,Volkswagen,Hatch,2018,85000,1.0,,,Elétrica,Prata,4 Portas,,Não,Elétrica
88.500,"Carros, Vans E Utilitários",Jeep Longitude 1.8 4x2 Flex 16v Aut.,Jeep,Suv,2021,44795,1.8,Flex,Automático,Elétrica,Branco,4 Portas,6,Não,Elétrica
59.900,"Carros, Vans E Utilitários",Hyundai Sense 1.0 Flex 12v Mec,Hyundai,Hatch,2020,75000,1.0,Flex,Manual,Elétrica,Cinza,4 Portas,,Não,Elétrica
130.000,"Carros, Vans E Utilitários",Toyota Xei 2.0 Flex 16v Aut.,Toyota,Sedã,2023,58000,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 Portas,2,Não,Elétrica
47.900,"Carros, Vans E Utilitários",Volkswagen Beetle 2.0 Mi Mec./aut.,Volkswagen,Hatch,2010,116000,2.0 - 2.9,,Manual,Hidráulica,Preto,2 Portas,4,Não,Hidráulica
75.000,"Carros, Vans E Utilitários",Volkswagen R-line Tb 2.0 Tsi Tiptronic 4p,Volkswagen,Sedã,2014,200000,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 Portas,,Não,Elétrica
27.750,"Carros, Vans E Utilitários",Fiat Essence 1.6 Flex 16v 4p,Fiat,Sedã,2012,149000,,Gasolina,Manual,Hidráulica,Outra,4 Portas,,Não,Hidráulica
37.500,"Carros, Vans E Utilitários",Fiat Sporting 1.4 Evo Fire Flex 8v 4p,Fiat,Hatch,2013,93000,1.4,Flex,Manual,Hidráulica,Vermelho,4 Portas,,Não,Hidráulica
40.099,"Carros, Vans E Utilitários",Citroen Picasso/pic. La Luna 2.0 16v Aut.,Citroen,Suv,2013,68991,2.0 - 2.9,Gasolina,Automático,Hidráulica,Vermelho,4 Portas,,Não,Hidráulica
35.000,"Carros, Vans E Utilitários",Volkswagen Take 1.0 Total Flex 12v 5p,Volkswagen,Hatch,2015,120000,1.0,,Manual,Mecânica,Branco,4 Portas,,Não,Mecânica
24.900,"Carros, Vans E Utilitários",Fiat Hlx 1.8 Mpi Flex 8v 4p,Fiat,Sedã,2007,154,1.8,Flex,Manual,Hidráulica,Prata,4 Portas,,Não,Hidráulica
28.900,"Carros, Vans E Utilitários",Fiat Absolute 1.9/1.8 Flex Dualogic 4p,Fiat,Sedã,2015,170000,1.9,Flex,Automatizado,Hidráulica,Branco,4 Portas,0,Não,Hidráulica
129.999,"Carros, Vans E Utilitários",Fiat Freedom 2.0 16v 4x4 Diesel Aut.,Fiat,Pick-up,2023,13000,2.0 - 2.9,Diesel,Automático,,Branco,4 Portas,3,Não,
342.000,"Carros, Vans E Utilitários",Toyota Cd Srx Plus 4x4 2.8 Tdi Die. Aut.,Toyota,Pick-up,2025,1000,2.0 - 2.9,Diesel,Automático,Elétrica,Cinza,4 Portas,9,Não,Elétrica
17.500,"Carros, Vans E Utilitários",Ford 1.0 8v Flex/class 1.0 8v Flex 5p,Ford,Hatch,2007,0,1.0,Flex,Manual,Mecânica,Outra,4 Portas,,Não,Mecânica
7.500,"Carros, Vans E Utilitários",Chevrolet 1.0/ Super 1.0 Mpfi Vhc 8v 5p,Chevrolet,Hatch,2003,450000,1.0,Gasolina,Manual,Mecânica,Prata,4 Portas,,Não,Mecânica
13.000,"Carros, Vans E Utilitários",Honda Sedan Lxl 1.7 16v 130cv Aut 4p,Honda,Sedã,2005,200000,1.7,Gasolina,Automático,Hidráulica,Prata,4 Portas,8,Não,Hidráulica
73.900,"Carros, Vans E Utilitários",Mitsubishi Hl-t 2.0 16v 160cv Aut.,Mitsubishi,Sedã,2019,235000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 Portas,,Não,Hidráulica
319.900,"Carros, Vans E Utilitários",Bmw Sdrive 20i M Sport 2.0 Tb Aut.,Bmw,Suv,2024,33000,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 Portas,9,Não,Elétrica
39.900,"Carros, Vans E Utilitários",Fiat Cult 1.4 Flex 8v Evo Mec.,Fiat,Hatch,2012,92000,1.4,Flex,Manual,Elétrica,Vermelho,2 Portas,8,Não,Elétrica
61.900,"Carros, Vans E Utilitários",Chevrolet Hatch Ltz 1.4 8v Flex Mec. 4p,Chevrolet,,2017,115000,,Flex,Automático,Hidráulica,Cinza,4 Portas,5,,
46.900,"Carros, Vans E Utilitários",Nissan Sl 1.8 16v Flex Fuel Aut.,Nissan,,2012,178000,,Flex,Automático,Hidráulica,Preto,4 Portas,7,Não,Hidráulica
50.900,"Carros, Vans E Utilitários",Honda Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Honda,Hatch,2013,144000,1.4,Flex,Automático,Elétrica,Preto,4 Portas,6,Não,Elétrica
59.900,"Carros, Vans E Utilitários",Renault Dynamique 2.0 Hi-flex 16v Aut.,Renault,Suv,2016,168000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 Portas,5,Não,Hidráulica
46.000,"Carros, Vans E Utilitários",Renault Techroad 2.0 Hi-flex 16v Aut.,Renault,Suv,2014,139700,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 Portas,,Não,Hidráulica
149.900,"Carros, Vans E Utilitários",Ford Xls 2.2 4x4 Cd Diesel Aut.,Ford,Pick-up,2021,48200,2.0 - 2.9,Diesel,Automático,Elétrica,Prata,4 Portas,8,Não,Elétrica
56.900,"Carros, Vans E Utilitários",Suzuki 2.0 16v 4x2/4x4 5p Mec.,Suzuki,,2012,145499,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,4 Portas,9,Não,Hidráulica
39.990,"Carros, Vans E Utilitários",Volkswagen 2.0 Mi 2p E 4p,Volkswagen,Sedã,2000,290000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,4 Portas,7,Não,Hidráulica
71.900,"Carros, Vans E Utilitários",Renault Oroch Express 1.6 Flex 16v Mec.,Renault,Pick-up,2018,144000,1.6,Flex,Manual,Eletro-hidráulica,Branco,4 Portas,1,Não,5
59.990,"Carros, Vans E Utilitários",Hyundai Sense 1.0 Flex 12v Mec,Hyundai,Hatch,2021,79000,1.0,Flex,Manual,Hidráulica,Branco,4 Portas,5,Não,Hidráulica
100.000,"Carros, Vans E Utilitários",Mitsubishi Hpe-s 1.5 16v 165cv Aut.,Mitsubishi,Suv,2019,91013,1.5,Gasolina,Automático,Elétrica,,4 Portas,,Não,Elétrica
30.999,"Carros, Vans E Utilitários",Renault Techrun Hi-flex 1.0 16v 5p,Renault,Hatch,2014,127000,,,Manual,,Branco,4 Portas,,Não,
51.990,"Carros, Vans E Utilitários",Ford 1.0 Se/se Plus Tivct Flex 5p,Ford,Hatch,2021,90000,1.0,Flex,Manual,Elétrica,Cinza,4 Portas,1,Não,Elétrica
84.000,"Carros, Vans E Utilitários",Hyundai Attitude 1.6 16v Flex Aut.(pcd),Hyundai,Suv,2019,56000,1.6,Flex,,Elétrica,Branco,4 Portas,,Não,Elétrica
29.900,"Carros, Vans E Utilitários",Volkswagen (álcool),Volkswagen,Sedã,1985,66000,1.6,Gasolina,Manual,Mecânica,Branco,2 Portas,6,Não,Mecânica
98.900,"Carros, Vans E Utilitários",Chevrolet Ltz 1.2 Turbo 12v Flex Aut,Chevrolet,Suv,2021,48700,1.2,Flex,Automático,Elétrica,Branco,4 Portas,8,Não,Elétrica
140.900,"Carros, Vans E Utilitários",Volkswagen Highline 1.4 Tsi Flex 16v 5p Aut,Volkswagen,Suv,2024,6100,1.4,Flex,Automático,Elétrica,Prata,4 Portas,6,Não,Elétrica
59.900,"Carros, Vans E Utilitários",Hyundai 2.0 16v Flex Aut.,Hyundai,Suv,2013,68,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 Portas,5,Não,Hidráulica
157.900,"Carros, Vans E Utilitários",Fiat Ultra 2.0 16v 4x4 Diesel Aut,Fiat,Pick-up,2023,33000,2.0 - 2.9,Diesel,Automático,Elétrica,Azul,4 Portas,6,,
82.900,"Carros, Vans E Utilitários",Renault Zen 1.6 16v Flex Aut,Renault,Suv,2021,81000,1.6,Flex,Automático,Hidráulica,Outra,4 Portas,1,Não,Hidráulica
